Key,Source,Context,English
SalvagerRank9Desc,progression,Skill,"+46% more Salvage, Block Damage and Attack Speed"
SalvagerRank10Desc,progression,Skill,"+50% more Salvage, Block Damage and Attack Speed"
SalvagerRank1LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 6%."
SalvagerRank2LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 12%."
SalvagerRank3LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 18%."
SalvagerRank4LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 24%."
SalvagerRank5LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 30%."
SalvagerRank6LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 34%."
SalvagerRank7LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 38%."
SalvagerRank8LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 42%."
SalvagerRank9LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 46%."
SalvagerRank10LongDesc,progression,Skill,"Gather rate of salvage, block damage and attack speed with disassembling tools is increased by 50%."

ExplosivesMasteryName,progression,Skill,Explosives Mastery
ExplosivesMasteryDesc,progression,Skill,"You really do love fireworks, right? Vastly increase your damage with explosives."
ExplosivesMasteryRank1Desc,progression,Skill,"+6% Block Damage, Entity Damage, Weapon Handling, Reload Speed."
ExplosivesMasteryRank2Desc,progression,Skill,"+12% Block Damage, Entity Damage, Weapon Handling, Reload Speed."
ExplosivesMasteryRank3Desc,progression,Skill,"+18% Block Damage, Entity Damage, Weapon Handling, Reload Speed."
ExplosivesMasteryRank4Desc,progression,Skill,"+24% Block Damage, Entity Damage, Weapon Handling, Reload Speed."
ExplosivesMasteryRank5Desc,progression,Skill,"+30% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+10% Dismember Chance."
ExplosivesMasteryRank6Desc,progression,Skill,"+34% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+10% Dismember Chance."
ExplosivesMasteryRank7Desc,progression,Skill,"+38% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+10% Dismember Chance."
ExplosivesMasteryRank8Desc,progression,Skill,"+42% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+10% Dismember Chance."
ExplosivesMasteryRank9Desc,progression,Skill,"+46% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+10% Dismember Chance."
ExplosivesMasteryRank10Desc,progression,Skill,"+50% Block Damage, Entity Damage, Weapon Handling, Reload Speed.\n+20% Dismember Chance."
ExplosivesMasteryRank1LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 6%"
ExplosivesMasteryRank2LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 12%"
ExplosivesMasteryRank3LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 18%"
ExplosivesMasteryRank4LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 24%"
ExplosivesMasteryRank5LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 30%. Explosives have an additional 10% chance to dismember."
ExplosivesMasteryRank6LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 34%. Explosives have an additional 10% chance to dismember."
ExplosivesMasteryRank7LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 38%. Explosives have an additional 10% chance to dismember."
ExplosivesMasteryRank8LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 42%. Explosives have an additional 10% chance to dismember."
ExplosivesMasteryRank9LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 46%. Explosives have an additional 10% chance to dismember."
ExplosivesMasteryRank10LongDesc,progression,Skill,"Increase your block damage, entity damage, weapon handling and reload speed with explosives by 50%. Explosives have an additional 20% chance to dismember."

TurretMasteryName,progression,Skill,Turret Mastery
TurretMasteryDesc,progression,Skill,You know how to properly maintain junk turrets which vastly increases their performance.
TurretMasteryRank1Desc,progression,Skill,+24 magazine size\n12% fire rate
TurretMasteryRank2Desc,progression,Skill,+48 magazine size\n24% fire rate
TurretMasteryRank3Desc,progression,Skill,+72 magazine size\n36% fire rate
TurretMasteryRank4Desc,progression,Skill,+96 magazine size\n48% fire rate
TurretMasteryRank5Desc,progression,Skill,+120 magazine size\n60% fire rate\n+6 blocks active range
TurretMasteryRank6Desc,progression,Skill,+136 magazine size\n68% fire rate\n+6 blocks active range
TurretMasteryRank7Desc,progression,Skill,+152 magazine size\n76% fire rate\n+6 blocks active range
TurretMasteryRank8Desc,progression,Skill,+168 magazine size\n84% fire rate\n+6 blocks active range
TurretMasteryRank9Desc,progression,Skill,+184 magazine size\n92% fire rate\n+6 blocks active range
TurretMasteryRank10Desc,progression,Skill,+200 magazine size\n100% fire rate\n+12 blocks active range\n+1 active turret
TurretMasteryRank1LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 24, fire rate by 12%"
TurretMasteryRank2LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 48, fire rate by 24%"
TurretMasteryRank3LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 72, fire rate by 36%"
TurretMasteryRank4LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 96, fire rate by 48%"
TurretMasteryRank5LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 120, fire rate by 60% and the maximum range at which they are active by 6."
TurretMasteryRank6LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 136, fire rate by 68% and the maximum range at which they are active by 6."
TurretMasteryRank7LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 152, fire rate by 76% and the maximum range at which they are active by 6."
TurretMasteryRank8LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 168, fire rate by 84% and the maximum range at which they are active by 6."
TurretMasteryRank9LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 184, fire rate by 92% and the maximum range at which they are active by 6."
TurretMasteryRank10LongDesc,progression,Skill,"Increase the magazine size of junk turrets by 200, fire rate by 100% and the maximum range at which they are active by 12. Have one additional turret active at the samme time."

BowMasteryName,progression,Skill,Bow Mastery
BowMasteryDesc,progression,Skill,You've mastered the arts of the bow.
BowMasteryRank1Desc,progression,Skill,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
BowMasteryRank2Desc,progression,Skill,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
BowMasteryRank3Desc,progression,Skill,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
BowMasteryRank4Desc,progression,Skill,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
BowMasteryRank5Desc,progression,Skill,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle."
BowMasteryRank6Desc,progression,Skill,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle."
BowMasteryRank7Desc,progression,Skill,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle."
BowMasteryRank8Desc,progression,Skill,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle."
BowMasteryRank9Desc,progression,Skill,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +1 Arrow/Bolt per reload cycle."
BowMasteryRank10Desc,progression,Skill,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed. +2 Arrow/Bolt per reload cycle."
BowMasteryRank1LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 6%"
BowMasteryRank2LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 12%"
BowMasteryRank3LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 18%"
BowMasteryRank4LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 24%"
BowMasteryRank5LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 30% and hold ready an additional bolt or arrow per reload cycle."
BowMasteryRank6LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 34% and hold ready an additional bolt or arrow per reload cycle."
BowMasteryRank7LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 38% and hold ready an additional bolt or arrow per reload cycle."
BowMasteryRank8LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 42% and hold ready an additional bolt or arrow per reload cycle."
BowMasteryRank9LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 46% and hold ready an additional bolt or arrow per reload cycle."
BowMasteryRank10LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with bows by 50% and hold ready two additional bolts or arrows per reload cycle."

RifleMasteryName,progression,Skill,Rifle Mastery
RifleMasteryDesc,progression,Skill,You've mastered the arts of the rifle.
RifleMasteryRank1Desc,progression,Skill,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
RifleMasteryRank2Desc,progression,Skill,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
RifleMasteryRank3Desc,progression,Skill,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
RifleMasteryRank4Desc,progression,Skill,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed."
RifleMasteryRank5Desc,progression,Skill,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 20% Armor"
RifleMasteryRank6Desc,progression,Skill,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 20% Armor"
RifleMasteryRank7Desc,progression,Skill,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 20% Armor"
RifleMasteryRank8Desc,progression,Skill,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 20% Armor"
RifleMasteryRank9Desc,progression,Skill,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 20% Armor"
RifleMasteryRank10Desc,progression,Skill,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed.\nignore 40% Armor"
RifleMasteryRank1LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 6%"
RifleMasteryRank2LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 12%"
RifleMasteryRank3LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 18%"
RifleMasteryRank4LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 24%"
RifleMasteryRank5LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 30% and ignore an additional 20% of the targets armor."
RifleMasteryRank6LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 34% and ignore an additional 20% of the targets armor."
RifleMasteryRank7LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 38% and ignore an additional 20% of the targets armor."
RifleMasteryRank8LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 42% and ignore an additional 20% of the targets armor."
RifleMasteryRank9LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 46% and ignore an additional 20% of the targets armor."
RifleMasteryRank10LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling and reload speed with rifles by 50% and ignore an additional 40% of the targets armor."

MGMasteryName,progression,Skill,MG Mastery
MGMasteryDesc,progression,Skill,You've mastered the arts of automatic rifles.
MGMasteryRank1Desc,progression,Skill,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
MGMasteryRank2Desc,progression,Skill,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
MGMasteryRank3Desc,progression,Skill,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
MGMasteryRank4Desc,progression,Skill,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
MGMasteryRank5Desc,progression,Skill,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-12,5% Degradation."
MGMasteryRank6Desc,progression,Skill,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-12,5% Degradation."
MGMasteryRank7Desc,progression,Skill,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-12,5% Degradation."
MGMasteryRank8Desc,progression,Skill,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-12,5% Degradation."
MGMasteryRank9Desc,progression,Skill,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-12,5% Degradation."
MGMasteryRank10Desc,progression,Skill,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n-25% Degradation."
MGMasteryRank1LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 6%"
MGMasteryRank2LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 12%"
MGMasteryRank3LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 18%"
MGMasteryRank4LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 24%"
MGMasteryRank5LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 30%. Also reduce their degradation by 12,5%."
MGMasteryRank6LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 34%. Also reduce their degradation by 12,5%."
MGMasteryRank7LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 38%. Also reduce their degradation by 12,5%."
MGMasteryRank8LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 42%. Also reduce their degradation by 12,5%."
MGMasteryRank9LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 46%. Also reduce their degradation by 12,5%."
MGMasteryRank10LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 50%. Also reduce their degradation by 25%."

SidearmMasteryName,progression,Skill,Sidearm Mastery
SidearmMasteryDesc,progression,Skill,You've mastered the arts of sidearms.
SidearmMasteryRank1Desc,progression,Skill,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
SidearmMasteryRank2Desc,progression,Skill,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
SidearmMasteryRank3Desc,progression,Skill,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
SidearmMasteryRank4Desc,progression,Skill,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
SidearmMasteryRank5Desc,progression,Skill,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy."
SidearmMasteryRank6Desc,progression,Skill,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy."
SidearmMasteryRank7Desc,progression,Skill,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy."
SidearmMasteryRank8Desc,progression,Skill,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy."
SidearmMasteryRank9Desc,progression,Skill,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy."
SidearmMasteryRank10Desc,progression,Skill,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+25% Accuracy."
SidearmMasteryRank1LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 6%"
SidearmMasteryRank2LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 12%"
SidearmMasteryRank3LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 18%"
SidearmMasteryRank4LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 24%"
SidearmMasteryRank5LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 30% and reduce their spread by an additional 12,5%."
SidearmMasteryRank6LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 34% and reduce their spread by an additional 12,5%."
SidearmMasteryRank7LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 38% and reduce their spread by an additional 12,5%."
SidearmMasteryRank8LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 42% and reduce their spread by an additional 12,5%."
SidearmMasteryRank9LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 46% and reduce their spread by an additional 12,5%."
SidearmMasteryRank10LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 50% and reduce their spread by an additional 25%."

ShotgunMasteryName,progression,Skill,Shotgun Mastery
ShotgunMasteryDesc,progression,Skill,You've mastered the arts of the shotgun.
ShotgunMasteryRank1Desc,progression,Skill,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
ShotgunMasteryRank2Desc,progression,Skill,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
ShotgunMasteryRank3Desc,progression,Skill,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
ShotgunMasteryRank4Desc,progression,Skill,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size."
ShotgunMasteryRank5Desc,progression,Skill,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range."
ShotgunMasteryRank6Desc,progression,Skill,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range."
ShotgunMasteryRank7Desc,progression,Skill,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range."
ShotgunMasteryRank8Desc,progression,Skill,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range."
ShotgunMasteryRank9Desc,progression,Skill,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range."
ShotgunMasteryRank10Desc,progression,Skill,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+4m effective range."
ShotgunMasteryRank1LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 6%"
ShotgunMasteryRank2LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 12%"
ShotgunMasteryRank3LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 18%"
ShotgunMasteryRank4LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 24%"
ShotgunMasteryRank5LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 30%. Increase the maximum range at which shotguns deal full damage by 2m."
ShotgunMasteryRank6LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 34%. Increase the maximum range at which shotguns deal full damage by 2m."
ShotgunMasteryRank7LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 38%. Increase the maximum range at which shotguns deal full damage by 2m."
ShotgunMasteryRank8LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 42%. Increase the maximum range at which shotguns deal full damage by 2m."
ShotgunMasteryRank9LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 46%. Increase the maximum range at which shotguns deal full damage by 2m."
ShotgunMasteryRank10LongDesc,progression,Skill,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 50%. Increase the maximum range at which shotguns deal full damage by 4m."

HiddenTreasuresName,progression,Skill,Hidden Treasures
HiddenTreasuresDesc,progression,Skill,You're even more observant now and know where to look for the good stuff. Find even more and better loot now.
HiddenTreasuresRank1Desc,progression,Skill,"+3% Loot Bonus, looting speed"
HiddenTreasuresRank2Desc,progression,Skill,"+6% Loot Bonus, looting speed"
HiddenTreasuresRank3Desc,progression,Skill,"+9% Loot Bonus, looting speed"
HiddenTreasuresRank4Desc,progression,Skill,"+12% Loot Bonus, looting speed"
HiddenTreasuresRank5Desc,progression,Skill,"+15% Loot Bonus, looting speed\n10% more loot from treasures"
HiddenTreasuresRank6Desc,progression,Skill,"+16% Loot Bonus, looting speed\n10% more loot from treasures"
HiddenTreasuresRank7Desc,progression,Skill,"+17% Loot Bonus, looting speed\n10% more loot from treasures"
HiddenTreasuresRank8Desc,progression,Skill,"+18% Loot Bonus, looting speed\n10% more loot from treasures"
HiddenTreasuresRank9Desc,progression,Skill,"+19% Loot Bonus, looting speed\n10% more loot from treasures"
HiddenTreasuresRank10Desc,progression,Skill,"+20% Loot Bonus, looting speed\n20% more loot from treasures"
HiddenTreasuresRank1LongDesc,progression,Skill,Add an additional 3% to the Loot Bonus and your looting speed.
HiddenTreasuresRank2LongDesc,progression,Skill,Add an additional 6% to the Loot Bonus and to your looting speed.
HiddenTreasuresRank3LongDesc,progression,Skill,Add an additional 9% to the Loot Bonus and to your looting speed.
HiddenTreasuresRank4LongDesc,progression,Skill,Add an additional 12% to the Loot Bonus and to your looting speed.
HiddenTreasuresRank5LongDesc,progression,Skill,Add an additional 15% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.
HiddenTreasuresRank6LongDesc,progression,Skill,Add an additional 16% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.
HiddenTreasuresRank7LongDesc,progression,Skill,Add an additional 17% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.
HiddenTreasuresRank8LongDesc,progression,Skill,Add an additional 18% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.
HiddenTreasuresRank9LongDesc,progression,Skill,Add an additional 19% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.
HiddenTreasuresRank10LongDesc,progression,Skill,Add an additional 20% to the Loot Bonus and to your looting speed. Find 20% more loot in treasures.

DismembermentName,progression,Skill,Dismemberment
DismembermentDesc,progression,Skill,With practice you've gotten better at aiming for weak spots to get even more lethal hits and as you improve you gain additional chances to dismember!
DismembermentRank1Desc,progression,Skill,3% Dismember Chance
DismembermentRank2Desc,progression,Skill,6% Dismember Chance
DismembermentRank3Desc,progression,Skill,9% Dismember Chance
DismembermentRank4Desc,progression,Skill,12% Dismember Chance
DismembermentRank5Desc,progression,Skill,15% Dismember Chance
DismembermentRank6Desc,progression,Skill,16% Dismember Chance
DismembermentRank7Desc,progression,Skill,17% Dismember Chance
DismembermentRank8Desc,progression,Skill,18% Dismember Chance
DismembermentRank9Desc,progression,Skill,19% Dismember Chance
DismembermentRank10Desc,progression,Skill,20% Dismember Chance
DismembermentRank1LongDesc,progression,Skill,Increase your chance of dismemberment by 3%.
DismembermentRank2LongDesc,progression,Skill,Increase your chance of dismemberment by 6%.
DismembermentRank3LongDesc,progression,Skill,Increase your chance of dismemberment by 9%.
DismembermentRank4LongDesc,progression,Skill,Increase your chance of dismemberment by 12%.
DismembermentRank5LongDesc,progression,Skill,Increase your chance of dismemberment by 15%.
DismembermentRank6LongDesc,progression,Skill,Increase your chance of dismemberment by 16%.
DismembermentRank7LongDesc,progression,Skill,Increase your chance of dismemberment by 17%.
DismembermentRank8LongDesc,progression,Skill,Increase your chance of dismemberment by 18%.
DismembermentRank9LongDesc,progression,Skill,Increase your chance of dismemberment by 19%.
DismembermentRank10LongDesc,progression,Skill,Increase your chance of dismemberment by 20%.

SneakDamageName,progression,Skill,Sneak Damage
SneakDamageDesc,progression,Skill,Increase your Sneak Damage against unaware enemies.
SneakDamageRank1Desc,progression,Skill,+40% Sneak Damage
SneakDamageRank2Desc,progression,Skill,+80% Sneak Damage
SneakDamageRank3Desc,progression,Skill,+120% Sneak Damage
SneakDamageRank4Desc,progression,Skill,+160% Sneak Damage
SneakDamageRank5Desc,progression,Skill,+200% Sneak Damage
SneakDamageRank6Desc,progression,Skill,+220% Sneak Damage
SneakDamageRank7Desc,progression,Skill,+240% Sneak Damage
SneakDamageRank8Desc,progression,Skill,+260% Sneak Damage
SneakDamageRank9Desc,progression,Skill,+280% Sneak Damage
SneakDamageRank10Desc,progression,Skill,+300% Sneak Damage
SneakDamageRank1LongDesc,progression,Skill,Increase Sneak Damage by 40%
SneakDamageRank2LongDesc,progression,Skill,Increase Sneak Damage by 80%
SneakDamageRank3LongDesc,progression,Skill,Increase Sneak Damage by 120%
SneakDamageRank4LongDesc,progression,Skill,Increase Sneak Damage by 160%
SneakDamageRank5LongDesc,progression,Skill,Increase Sneak Damage by 200%
SneakDamageRank6LongDesc,progression,Skill,Increase Sneak Damage by 220%
SneakDamageRank7LongDesc,progression,Skill,Increase Sneak Damage by 240%
SneakDamageRank8LongDesc,progression,Skill,Increase Sneak Damage by 260%
SneakDamageRank9LongDesc,progression,Skill,Increase Sneak Damage by 280%
SneakDamageRank10LongDesc,progression,Skill,Increase Sneak Damage by 300%

StealthName,progression,Skill,Stealth
StealthDesc,progression,Skill,You're a sneaky mongrel thus enemies have an even harder time to detect you.
StealthDamageRank1Desc,progression,Skill,-4% visibility and noise\nLockpicks are 3% more efficient
StealthDamageRank2Desc,progression,Skill,-8% visibility and noise\nLockpicks are 6% more efficient
StealthDamageRank3Desc,progression,Skill,-12% visibility and noise\nLockpicks are 9% more efficient
StealthDamageRank4Desc,progression,Skill,-16% visibility and noise\nLockpicks are 12% more efficient
StealthDamageRank5Desc,progression,Skill,-20% visibility and noise\nLockpicks are 15% more efficient
StealthDamageRank6Desc,progression,Skill,-22% visibility and noise\nLockpicks are 16% more efficient
StealthDamageRank7Desc,progression,Skill,-24% visibility and noise\nLockpicks are 17% more efficient
StealthDamageRank8Desc,progression,Skill,-26% visibility and noise\nLockpicks are 18% more efficient
StealthDamageRank9Desc,progression,Skill,-28% visibility and noise\nLockpicks are 19% more efficient
StealthDamageRank10Desc,progression,Skill,-30% visibility and noise\nLockpicks are 20% more efficient
StealthDamageRank1LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 4%. Pick locks 3% faster and break less lockpicks.
StealthDamageRank2LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 8%. Pick locks 6% faster and break less lockpicks.
StealthDamageRank3LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 12%. Pick locks 9% faster and break less lockpicks.
StealthDamageRank4LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 16%. Pick locks 12% faster and break less lockpicks.
StealthDamageRank5LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 20%. Pick locks 15% faster and break less lockpicks.
StealthDamageRank6LongDesc,progression,Skill,Decrease your visibility in light and the noise you make while crouching by 22%. Pick locks 16% faster and break less lockpicks.
